,Titulo,Tipo,Nuevo,Ubicacion,Precio,Precio en,total inmueble (m2),techado (m2),habitaciones,baños,parqueaderos
1577,Se Vende Casa  Yerbabuena,casa,False,"Yerbabuena 2, Chia, Chia, Cundinamarca",3500,millones,10000.0,500.0,3.0,5.0,10.0
1578,VENTA DE CASA EN VILLA DEL MEDITERRANEO,casa,False,"Cedritos, Usaquén, Bogotá, Cundinamarca",530,millones,148.0,148.0,3.0,3.0,2.0
1579,Se vende casa en sopo,casa,False,"Centro, Sopo, Sopo, Cundinamarca",600,millones,,185.0,4.0,4.0,1.0
1580,Venta Casa Mosquera Conjunto Panorama del Campo,casa,False,"Centro, Mosquera, Mosquera, Cundinamarca",460,millones,170.0,170.0,4.0,4.0,2.0
1581,VENTA CASA CHÍA - SANTA RITA ,casa,False,"Santa Rita, Chia, Chia, Cundinamarca",650,millones,200.0,222.0,3.0,4.0,2.0
1582,Se vende casa en bosque madero,casa,False,"Variante Chia- Cajica, Cajicá, Cajicá, Cundinamarca",850,millones,165.0,122.0,3.0,3.0,3.0
1583,Se vende casa en aposentos de yerbabuena,casa,False,"Aposentos, Sopo, Sopo, Cundinamarca",2800,millones,2000.0,480.0,3.0,5.0,4.0
1584,Se vende casa en aposentos Sopó,casa,False,"Aposento, Sopo, Sopo, Cundinamarca",3200,millones,1250.0,500.0,5.0,7.0,10.0
1585,Venta Casa Quinta  - Suba Antigua (Bogotá),casa,False,"Suba, Suba, Bogotá, Cundinamarca",3000,millones,1002.0,650.0,6.0,7.0,8.0
1586,VENTA DE CASA EN EL BARRIO LAGOS II,casa,False,"Cañaveral, Floridablanca, Floridablanca, Santander",220,millones,78.0,119.0,5.0,2.0,
1587,Casa Dúplex en venta o arriendo en Santa Ana Occidental ,casa,False,"Santa Ana Occidental, Usaquén, Bogotá, Cundinamarca",3500,millones,,550.0,4.0,5.0,4.0
1588,Venta Casa Altagracia Pereira,casa,False,"Altagracia, Pereira, Pereira, Risaralda",400,millones,621.0,540.0,5.0,4.0,1.0
1589,VENTA CASA EN HACIENDA SAN SEBASTIAN,casa,False,"La Balsa, Chia, Chia, Cundinamarca",1800,millones,1650.0,370.0,4.0,5.0,4.0
1590,Venta Casa Las Delicias Barranquilla  ,casa,False,"Las Delicias, Norte Centro Historico, Barranquilla, Atlántico",510,millones,200.0,200.0,4.0,3.0,2.0
1591,VENTA CASA CAJICÁ - LAS QUINTAS ,casa,False,"Cajica Centro, Cajicá, Cajicá, Cundinamarca",290,millones,92.0,92.0,3.0,3.0,1.0
1592,Venta-Casa Modelia,casa,False,"Modelia, Fontibón, Bogotá, Cundinamarca",980,millones,,220.0,4.0,5.0,2.0
1593,VENTA / ARRIENDO  Casa Comercial en  - Toberín,casa,False,"Toberín, Usaquén, Bogotá, Cundinamarca",2500,millones,240.0,1023.0,14.0,10.0,2.0
1594,Casa Dúplex en venta o arriendo en Conjunto altos de Hycatá / Chía ,casa,False,"Altos De Hycata, Chia, Chia, Cundinamarca",3750,millones,2800.0,450.0,4.0,8.0,9.0
1595,Venta Casa  North Point- Altablanca - Usaquén,casa,False,"San Cristóbal Norte, Usaquén, Bogotá, Cundinamarca",650,millones,80.0,250.0,6.0,4.0,
1596,VENTA CASA- LOTE PRADO VERANIEGO,casa,False,"El Prado, Suba, Bogotá, Cundinamarca",1100,millones,273.0,,,,
1597,Venta - Casa - Pontevedra,casa,False,"Pontevedra, Suba, Bogotá, Cundinamarca",1300,millones,254.0,254.0,4.0,4.0,3.0
1598,Venta o Arriendo Casa San José de Bavaria - Suba,casa,False,"San José de Bavaria, Suba, Bogotá, Cundinamarca",3100,millones,1620.0,550.0,4.0,5.0,6.0
1599,Casa Triplex en venta en Conjunto Maranta ,casa,False,"Maranta, Usaquén, Bogotá, Cundinamarca",560,millones,,120.0,3.0,3.0,1.0
1600,Venta Casa en Barrio Prado Pinzon,casa,False,"El Prado, Suba, Bogotá, Cundinamarca",1000,millones,193.0,193.0,12.0,9.0,2.0
1601,Venta / Permuta Casa en Localidad Usme Barrio Santa Marta,casa,False,"Santa Marta, Usme, Bogotá, Cundinamarca",348,millones,154.0,154.0,8.0,10.0,
1602,VENTA DE CASA CON APARTAESTUDIO EN SAN JOSE DE PARE,casa,False,"San José de Pare, San José de Pare, Boyacá",240,millones,287.0,130.0,3.0,2.0,3.0
1603,CASA CHÍA - RÍO FRÍO ,casa,False,"Vereda Rio Frio, Chia, Chia, Cundinamarca",515,millones,152.0,152.0,4.0,4.0,2.0
1604,CASA CAJICÁ - CAPELLANIA ,casa,False,"Cajica Centro, Cajicá, Cajicá, Cundinamarca",300,millones,48.0,85.0,3.0,3.0,1.0
1605,Venta Casa Fusagasugá Condominio,casa,False,"La Serena, Fusagasugá, Fusagasugá, Cundinamarca",530,millones,153.0,206.0,3.0,4.0,2.0
1606,Venta - Casa Lote - Andes Norte,casa,False,"Los Andes, Barrios Unidos, Bogotá, Cundinamarca",850,millones,250.0,94.0,4.0,4.0,1.0
1607,venta de casa en Villavicencio barrio bello horizonte,casa,False,"Mi Llanura, Villavicencio, Villavicencio, Meta",380,millones,98.0,196.0,6.0,5.0,
1608,Venta Casa - Altos de Suba,casa,False,"Casablanca Suba, Suba, Bogotá, Cundinamarca",950,millones,400.0,226.0,4.0,5.0,2.0
1609,Venta Casa en Barrio Gratamira,casa,False,"Gratamira, Suba, Bogotá, Cundinamarca",630,millones,155.0,155.0,4.0,3.0,2.0
1610,Venta Casa en Barrio Villa del Prado,casa,False,"Villa Del Prado, Suba, Bogotá, Cundinamarca",515,millones,201.0,201.0,6.0,3.0,1.0
1611,Venta - Casa - Hacienda San Simón Guaymaral,casa,False,"Guaymaral, Suba, Bogotá, Cundinamarca",2100,millones,1477.0,313.0,4.0,6.0,4.0
1612,VENTA CASA PASEO LOS ALMENDROS CALI,casa,False,"Paseo De Los Almendros, Cali, Cali, Valle del Cauca",350,millones,76.0,230.0,5.0,3.0,1.0
1613,Casa en venta - Funza barrio Porvenir  ,casa,False,"Porvenir, Funza, Funza, Cundinamarca",400,millones,72.0,280.0,9.0,4.0,
1614,Venta de Casa en Envigado sector Loma del Barro,casa,False,"Loma Del Barro, Envigado, Envigado, Antioquia",460,millones,74.0,74.0,3.0,3.0,1.0
1615,Venta Casa En Engativa Barrio Villa Teresita,casa,False,"Villa Teresita, Engativá, Bogotá, Cundinamarca",310,millones,72.0,150.0,4.0,3.0,1.0
1616,VENTA CASA CASTILLA - KENNEDY,casa,False,"Castilla, Kennedy, Bogotá, Cundinamarca",360,millones,136.0,136.0,3.0,2.0,1.0
1617,Venta Casa – Tequendama - Cali,casa,False,"Tequendama, Cali, Cali, Valle del Cauca",950,millones,470.0,470.0,4.0,5.0,3.0
1618,Venta Casa Lote En Belén Alameda ,casa,False,"Belen, Medellín, Medellín, Antioquia",1000,millones,251.0,251.0,8.0,7.0,1.0
1619,VENTA DE CASA NORMANDIA FONTIBON,casa,False,"Normandia, Engativá, Bogotá, Cundinamarca",800,millones,218.0,109.0,3.0,3.0,3.0
1620,VENTA CASA SAN JOSE DE SPRING,casa,False,"San José, Rafael Uribe, Bogotá, Cundinamarca",450,millones,78.0,78.0,3.0,6.0,1.0
1621,VENTA CASA CONJUNTO ALEGRA JAMUNDI ,casa,False,"Alfaguara, Jamundí, Jamundí, Valle del Cauca",395,millones,119.0,139.0,3.0,3.0,2.0
1622,Venta Casa En Villas De Andalucia,casa,False,"San Antonio Nte, Usaquén, Bogotá, Cundinamarca",245,millones,80.0,80.0,4.0,2.0,
1623,Venta casa lote  - Ferrocajas Fontibon,casa,False,"Ferrocaja, Fontibón, Bogotá, Cundinamarca",725,millones,282.0,103.0,3.0,2.0,4.0
1624,Venta  Casa en Colina Campestre - Conjunto Cerrado Trigales,casa,False,"Colina Campestre, Suba, Bogotá, Cundinamarca",650,millones,125.0,142.0,3.0,3.0,2.0
1625,Venta / Arriendo Casa en Barrio El Batan,casa,False,"Batan, Suba, Bogotá, Cundinamarca",890,millones,206.0,206.0,4.0,4.0,3.0
1626,Venta Casa en Villa del Prado,casa,False,"Villa Del Prado, Suba, Bogotá, Cundinamarca",550,millones,114.0,200.0,3.0,2.0,1.0
1627,Venta Casa en Barrio Las Villas,casa,False,"Las Villas, Suba, Bogotá, Cundinamarca",1950,millones,515.0,515.0,12.0,8.0,8.0
1628,Casa Dúplex con terraza en venta en Chía / Cundinamarca ,casa,False,"Chía, Chia, Chia, Cundinamarca",1850,millones,,411.0,4.0,5.0,7.0
1629,Venta de Casa en Localidad de Kennedy en el Barrio Valladolid,casa,False,"Valladolid, Kennedy, Bogotá, Cundinamarca",950,millones,110.0,400.0,12.0,8.0,1.0
1630,Venta - Casa - Alhambra / Malibu,casa,False,"La Alhambra, Suba, Bogotá, Cundinamarca",1100,millones,262.0,262.0,4.0,3.0,2.0
1631,Venta Casa en Engativa Barrio La Cabaña,casa,False,"La Cabaña, Engativá, Bogotá, Cundinamarca",550,millones,72.0,283.0,8.0,5.0,1.0
1632,Venta Casa en Barrio Cantalejo Colina Campestre,casa,False,"Cantalejo, Suba, Bogotá, Cundinamarca",250,millones,71.0,71.0,3.0,2.0,
1633,Venta Casa En Belen La Palma Medellin,casa,False,"Belen La Palma, Medellín, Medellín, Antioquia",500,millones,149.0,149.0,4.0,3.0,1.0
1634,Venta de casa en Villavicencio barrio Florencia,casa,False,"Sector Colegio Cofrem, Villavicencio, Villavicencio, Meta",240,millones,140.0,140.0,4.0,3.0,1.0
1635,VENTA CASA BOGOTÁ - VILLAS DE ARANJUEZ ,casa,False,"Villa De Aranjuez, Usaquén, Bogotá, Cundinamarca",400,millones,100.0,100.0,4.0,3.0,2.0
1636,venta de casa en Ibagué,casa,False,"Picaleña, Ibagué, Ibagué, Tolima",1600,millones,475.0,475.0,4.0,5.0,2.0
1637,Venta Casa  En El Poblado Con Apartamento Independiente ,casa,False,"Poblado, Medellín, Medellín, Antioquia",1600,millones,911.0,345.0,4.0,5.0,2.0
1638,Venta Casa en Topacio Ibagué ,casa,False,"Barrio Topacio, Ibagué, Ibagué, Tolima",220,millones,192.0,192.0,6.0,3.0,1.0
1639,Casa lote  en venta de 161.59 m2 en Envigado,casa,False,"La Primavera, Envigado, Envigado, Antioquia",850,millones,161.0,161.0,4.0,2.0,
1640,Casa Campestre en Venta en La Calera - Vereda el Hato  Área 310 m2 ,casa,False,"Vereda El Hato, La Calera, La Calera, Cundinamarca",1700,millones,3200.0,310.0,3.0,3.0,2.0
1641,Casa en venta de tres niveles en Villas de Aranjuez,casa,False,"Viilas De Aranjuez, Usaquén, Bogotá, Cundinamarca",430,millones,,110.0,3.0,3.0,1.0
1642,Casa en Venta en la Soledad - 196 M2,casa,False,"La Soledad, Teusaquillo, Bogotá, Cundinamarca",790,millones,196.0,196.0,6.0,4.0,2.0
1643,Casa en venta de 252.50 M2 en El Poblado Medellín,casa,False,"El Poblado, Medellín, Medellín, Antioquia",1950,millones,450.0,252.0,3.0,4.0,2.0
1644,"Casa en venta 200m2, Gratamira  Medellin",casa,False,"Castilla, Medellín, Medellín, Antioquia",350,millones,200.0,200.0,5.0,3.0,1.0
1645,Venta o permuta  casa  San Antonio norte,casa,False,"Bogotá, Bogotá, Cundinamarca",260,millones,80.0,80.0,4.0,2.0,1.0
1646,"Casa en venta de 161,61 m2 en Armenia (Quindio) ",casa,False,"Armenia, Armenia, Quindío",440,millones,161.0,161.0,3.0,3.0,1.0
1647,Casa en Venta en Santa Bárbara 285 m2,casa,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",1100,millones,285.0,181.0,4.0,3.0,2.0
1648,Venta de Casa o Lote en Cedritos,casa,False,"Cedritos, Usaquén, Bogotá, Cundinamarca",1600,millones,,413.0,4.0,5.0,3.0
1649,Casa en venta de 170 m2 en Las Antillas Envigado,casa,False,"Las Antillas, Envigado, Envigado, Antioquia",550,millones,,170.0,3.0,3.0,1.0
1650,Casa en venta 100  m2 Niquia Bello,casa,False,"Niquia, Bello, Bello, Antioquia",210,millones,,100.0,3.0,2.0,1.0
1651,Casa en venta de 93 m2 en Santa Lucia. Medellin . Antioquia,casa,False,"Santa Lucia, Medellín, Medellín, Antioquia",318,millones,,93.0,4.0,2.0,
1652,"Casa en venta de 115m2 en Robledo, Medellin.",casa,False,"Robledo, Medellín, Medellín, Antioquia",278,millones,,115.0,4.0,3.0,
1653,"Casa  en venta de 160 M2, Salento - Bello",casa,False,"Santa Ana, Bello, Bello, Antioquia",315,millones,160.0,160.0,7.0,4.0,
1654,"Casa en Venta, 144 mts2 ubicada en Belen San Bernardo",casa,False,"Belen, Medellín, Medellín, Antioquia",464,millones,,144.0,3.0,2.0,1.0
1655,Casa Campestre en venta de 140 m2 Armenia Quindío,casa,False,"Armenia, Armenia, Quindío",480,millones,160.0,140.0,4.0,3.0,1.0
1656,Casa en venta 240 m2 Niquia Bello,casa,False,"Niquia, Bello, Bello, Antioquia",500,millones,,240.0,4.0,2.0,1.0
1657,Casa en Venta en Los Lagartos,casa,False,"Los Lagartos, Suba, Bogotá, Cundinamarca",550,millones,,113.0,3.0,3.0,
1658,Casa lote en venta de 309.12 m2  Buenos Aires Medellín,casa,False,"Buenos Aires, Medellín, Medellín, Antioquia",659,millones,,309.0,,,
1659,Casa en venta de 750 m2 Las Palmas Envigado,casa,False,"Las Palmas, Medellín, Medellín, Antioquia",4000,millones,3800.0,750.0,5.0,6.0,
1660,Venta casa  suba,casa,False,"Suba, Bogotá, Cundinamarca",213,millones,72.0,72.0,4.0,2.0,
1661,"Casa de ensueño en venta de 400m2 en Florida Blanca, Santander",casa,False,"Floridablanca, Floridablanca, Santander",2300,millones,,400.0,4.0,4.0,2.0
1662,Casa en Venta de  365 M2 Sector San Joaquín Ríonegro,casa,False,"Rionegro, Rionegro, Antioquia",1150,millones,,365.0,3.0,6.0,2.0
1663,Casa Lote en Venta en Envigado Antioquia,casa,False,"Barrio Meza, Envigado, Envigado, Antioquia",960,millones,,240.0,,,
1664,Casas en venta 359 m2 La Floresta Medellin,casa,False,"La Floresta, Medellín, Medellín, Antioquia",800,millones,,359.0,8.0,3.0,2.0
1665,Casa en venta de 152 m2 en La Paz  Envigado,casa,False,"La Paz, Envigado, Envigado, Antioquia",480,millones,,152.0,5.0,3.0,1.0
1666,"Casa en venta de 216m2 en Estadio, Medellin",casa,False,"Estadio, Medellín, Medellín, Antioquia",721,millones,216.0,216.0,4.0,5.0,2.0
1667,"Casa en venta de 352 m2 en Alcalá, Envigado.",casa,False,"Alcalá, Envigado, Envigado, Antioquia",950,millones,,352.0,4.0,2.0,
1668,"Casa en venta de 188 m2 en Alcalá, Envigado.",casa,False,"Alcalá, Envigado, Envigado, Antioquia",850,millones,,188.0,5.0,3.0,1.0
1669,"Casa en venta de 130 m2, Niquia- Bello",casa,False,"Niquia, Bello, Bello, Antioquia",265,millones,143.0,143.0,3.0,2.0,
1670,Casa con locales en venta de 180 m2 en Avenida Colombia Medellín,casa,False,"Centro, Medellín, Medellín, Antioquia",750,millones,,180.0,3.0,2.0,
1671,Casa en Venta en Lisboa ¡Estrenar Remodelación! 300 m2,casa,False,"Lisboa, Usaquén, Bogotá, Cundinamarca",1750,millones,,300.0,3.0,4.0,3.0
1672,Casa en venta de 140 M2  en Sabaneta,casa,False,"Sabaneta, Sabaneta, Sabaneta, Antioquia",480,millones,,140.0,5.0,2.0,
1673,Casa en venta en los cerros de Bogotá ,casa,False,"Chapinero, Bogotá, Cundinamarca",1700,millones,,200.0,2.0,4.0,2.0
1674,"Casa en venta de 246m2  en La America, Medellín. Antioquia",casa,False,"Las Americas, Medellín, Medellín, Antioquia",470,millones,,246.0,5.0,3.0,
1675,Casa en Venta  de 204 m2 en Loma Las Brujas. Envigado,casa,False,"Loma De Las Brujas, Envigado, Envigado, Antioquia",700,millones,,204.0,5.0,5.0,2.0
1676,Casa en venta de 101 M2 Las Antillas Envigado,casa,False,"Las Antillas, Envigado, Envigado, Antioquia",474,millones,,101.0,3.0,2.0,2.0
1677,Casa en venta de 133.30 m2 en Los Naranjos Envigado,casa,False,"Los Naranjos, Envigado, Envigado, Antioquia",380,millones,,133.0,5.0,2.0,
1678,Casa Venta :: 480 m² :: Quinta Camacho :: $2.950 M,casa,False,"Quinta Camacho, Chapinero, Bogotá, Cundinamarca",2950,millones,480.0,480.0,10.0,3.0,2.0
1679,Casa en venta de 241.5 M2 Belén Medellín,casa,False,"Belen, Medellín, Medellín, Antioquia",1100,millones,,241.0,5.0,5.0,1.0
1680,Casa en venta de 170 M2 en Belén La Mota Medellín,casa,False,"Belen, Medellín, Medellín, Antioquia",720,millones,,170.0,3.0,5.0,2.0
1681,Casa en Venta en Niza ,casa,False,"Niza, Suba, Bogotá, Cundinamarca",2900,millones,1416.0,631.0,5.0,3.0,3.0
1682,Casa para Empresas/Oficinas en Arriendo/Venta Cra 30 con 80 400 m2 ,casa,False,"La Patria, Barrios Unidos, Bogotá, Cundinamarca",1000,millones,,400.0,5.0,4.0,2.0
1683,SE VENDE HERMOSA CASA DE DOS PISOS EN LA MERCED (MM),casa,False,"La Merced, Cali, Cali, Valle del Cauca",420,millones,260.0,260.0,3.0,4.0,2.0
1684,Venta Casa en San Javier,casa,False,"San Javier, Medellín, Medellín, Antioquia",330,millones,192.0,192.0,5.0,2.0,
1685,Venta de Casa Salvador Medellin Piso 1,casa,False,"Centro, Medellín, Medellín, Antioquia",405,millones,192.0,192.0,5.0,2.0,
1686,VENDO CASA CON LOCAL Y APARTAESTUDIOS EN  BRETAÑA(KT) ws4269895,casa,False,"Bretaña\ Comuna 9, Cali, Cali, Valle del Cauca",740,millones,169.0,342.0,7.0,7.0,1.0
1687,Vendo hermosa casa en Ciudad Country Turpial (P.B),casa,False,"Ciudad Country, Jamundí, Jamundí, Valle del Cauca",325,millones,119.0,119.0,3.0,3.0,1.0
1688,CASA EN VENTA EN Bogotá,casa,False,"NORTE, Las Villas, Bogotá, Bogota",1150,millones,319.0,440.0,5.0,3.0,4.0
1689,Vendo hermosa casa en el CANEY (J.A),casa,False,"Caney, Cali, Cali, Valle del Cauca",268,millones,101.0,101.0,3.0,2.0,1.0
1690,VENDO CASA CON LOTE EN DAGUA (PD),casa,False,"Km 30 Borrero Ayerbe, Dagua, Dagua, Valle del Cauca",140,millones,800.0,123.0,6.0,2.0,1.0
1691,"Venta de Casa en Laureles, Medellín",casa,False,"Laureles, Medellín, Medellín, Antioquia",480,millones,140.0,140.0,5.0,3.0,
1692,"VENDO CASA LOTE EN VALLE DEL LILI  ""PROYECTO DE APTOS"" ",casa,False,"Valle Del Lili, Cali, Cali, Valle del Cauca",639,millones,160.0,280.0,,,
1693,"Casa de 3 pisos y 335m2 en venta, en La Merced (E.I)",casa,False,"La Merced, Cali, Cali, Valle del Cauca",720,millones,120.0,335.0,6.0,7.0,2.0
1694,Se vende casa en el caney (j.s),casa,False,"Caney \ Comuna 17, Cali, Cali, Valle del Cauca",450,millones,90.0,180.0,4.0,3.0,1.0
1695,Vendo casa en Vipasa (J.I.T)Wasi 4862201,casa,False,"Vipasa, Cali, Cali, Valle del Cauca",520,millones,264.0,104.0,4.0,4.0,2.0
1696,CASA UNIFAMILIAR EN VENTA - SECTOR VILLA HERMOSA COD: 22337,casa,False,"Villa Hermosa, Medellín, Medellín, Antioquia",370,millones,,152.0,5.0,3.0,
1697,SE VENDE HERMOSA CASA ESQUINERA EN JAMUNDI (MIC) (AD)  W3603590,casa,False,"La Pradera, Jamundí, Jamundí, Valle del Cauca",550,millones,,420.0,6.0,5.0,1.0
1698,"En Cundinamarca, a la venta apartamento en el mas lujoso condominio Salamanca y Calatayud.",casa,False,"Salamanca y Clatayud, Bogotá, Bogotá, Cundinamarca",1200,millones,300.0,300.0,4.0,5.0,1.0
1699,Venta de Casa en Loma de los Bernal,casa,False,"Loma De Los Bernal, Medellín, Medellín, Antioquia",830,millones,207.0,190.0,3.0,4.0,2.0
1700,En venta casa en el Poblado Palmas,casa,False,"Poblado, Medellín, Medellín, Antioquia",1200,millones,200.0,200.0,4.0,4.0,2.0
1701,Venta Casa Villa Del Prado,casa,False,"Villa Del Prado, Suba, Bogotá, Cundinamarca",490,millones,140.0,140.0,3.0,2.0,2.0
1702,"(MP) CASA INDEPENDIENTE PARA VENTA EN EL SUR, CALI",casa,False,"Ciudadela Comfandi, Cali, Cali, Valle del Cauca",220,millones,,75.0,3.0,1.0,
1703,(C-RL) CASA PARA LA VENTA EN COLINAS DE ARROYOHONDO,casa,False,"Arroyohondo, Cali, Cali, Valle del Cauca",1950,millones,2000.0,635.0,4.0,4.0,2.0
1704,SE VENDE LINDA CASA EN CONJUNTO CERRADO EN LA HACIENDA (D.C) CW:478776,casa,False,"La Hacienda, Cali, Cali, Valle del Cauca",500,millones,175.0,175.0,3.0,3.0,3.0
1705,"Pent-House en venta, ubicado en Prado Centro",casa,False,"Prado Centro, Medellín, Medellín, Antioquia",320,millones,100.0,100.0,5.0,2.0,
1706,"Hermosa casa en venta, Valle del Lili (J.S.)",casa,False,"Valle Del Lili, Cali, Cali, Valle del Cauca",598,millones,220.0,345.0,4.0,5.0,5.0
1707,SE VENDE ESPECTACULAR CASA EN LA MORADA (D.C - K.D) W4484767,casa,False,"La Morada, Cali, Cali, Valle del Cauca",900,millones,2060.0,2060.0,6.0,6.0,2.0
1708,Casa en Venta Marinilla,casa,False,"La Dalia, Marinilla, Marinilla, Antioquia",370,millones,135.0,111.0,4.0,2.0,3.0
1709,Venta Casa en Milán Dosquebradas Risaralda,casa,False,"Milan, Dosquebradas, Dosquebradas, Risaralda",310,millones,72.0,121.0,3.0,2.0,2.0
1710,"CASA EN VENTA: de 3 niveles en Urbanización Quintas del Plantío, La Mota",casa,False,"Belen, Medellín, Medellín, Antioquia",610,millones,200.0,200.0,4.0,4.0,1.0
1711,"¡Casa en venta! En exclusivo conjunto de viviendas El Eucalipto, Bogotá.",casa,False,"Santa Bárbara Central, Usaquén, Bogotá, Cundinamarca",700,millones,156.0,156.0,3.0,3.0,2.0
1712,"Venta De Casa Belen Miravalle, Medellin",casa,False,"Belén La Mota, Medellín, Medellín, Antioquia",470,millones,220.0,220.0,4.0,3.0,2.0
1713,"Casa en Venta  los Colores, Medellín",casa,False,"Los Colores, Medellín, Medellín, Antioquia",990,millones,323.0,323.0,6.0,4.0,1.0
1714,CASA EN VENTA EN Bogotá,casa,False,"NORTE, contador, Bogotá, Bogota",990,millones,230.0,230.0,5.0,3.0,2.0
1715,Se vende casa bifamiliar barrio mariano Ramos (M.R),casa,False,"Cali, Cali, Valle del Cauca",270,millones,,168.0,7.0,4.0,
1716,"Venta Casa en Alameda del Rio, Madrid ",casa,False,"Alameda Del Rio, Madrid, Madrid, Cundinamarca",260,millones,45.0,106.0,4.0,3.0,1.0
1717,Venta de Casa en Rionegro,casa,False,"San Antonio De Pereira, Rionegro, Rionegro, Antioquia",824,millones,410.0,410.0,7.0,3.0,2.0
1718,Hermosa casa a la venta en envigado la intermedia,casa,False,"La Sebastiana, Envigado, Envigado, Antioquia",1395,millones,266.0,286.0,5.0,4.0,2.0
1719,Venta Casa en Villas de Andalucia Usaquen,casa,False,"Usaquén, Usaquén, Bogotá, Cundinamarca",300,millones,50.0,80.0,4.0,2.0,
1720,VENDO CASA EN TERRANOVA SEGUNDA ETAPA- JAMUNDI (MIC) CW4526476,casa,False,"Ciudadela Terranova, Jamundí, Jamundí, Valle del Cauca",85,millones,72.0,72.0,2.0,1.0,
1721,Venta Casa Copacabana,casa,False,"Copacabana, Copacabana, Antioquia",320,millones,130.0,130.0,3.0,2.0,1.0
1722,Se vende casa bifamiliar barrio las acacias(M.R) (G.R),casa,False,"Las Acacias/ Comuna 10, Cali, Cali, Valle del Cauca",340,millones,189.0,300.0,7.0,4.0,2.0
1723,VENDO CASA EN EL PARAISO T.P',casa,False,"Paraíso \ Comuna 12, Cali, Cali, Valle del Cauca",360,millones,105.0,320.0,13.0,4.0,1.0
1724,Se Vende Casa de dos pisos en el 7 DE AGOSTO (J.S.),casa,False,"Cali, Cali, Valle del Cauca",280,millones,138.0,260.0,8.0,4.0,
1725,"Bogota, Venta Casa en Belmira 200 mts ",casa,False,"Belmira, Usaquén, Bogotá, Cundinamarca",1100,millones,200.0,200.0,3.0,4.0,2.0
1726,Apartamento de 3 niveles cerca de importante centro comercial en Valle de Lili (T.P.),casa,False,"Valle De Lili \comuna 17, Cali, Cali, Valle del Cauca",370,millones,125.0,125.0,4.0,4.0,1.0
1727,SE VENDE HERMOSA CASA UNIFAMILIAR EN EL LIMONAR (D.C) CW:4584691,casa,False,"El Limonar, Cali, Cali, Valle del Cauca",750,millones,314.0,3143.0,5.0,5.0,1.0
1728,CASA UNIFAMILIAR EN VENTA - ENVIGADO COD: 18955,casa,False,"El Chocho, Envigado, Envigado, Antioquia",4000,millones,,464.0,5.0,7.0,1.0
1729,CASA EN VENTA EN Bogotá,casa,False,"OCCIDENTE, Tintal, Bogotá, Bogota",250,millones,72.0,72.0,4.0,2.0,
1730,casa para inversionistas en los robles (R.C) 3826154.,casa,False,"Los Robles \ Comuna 13, Cali, Cali, Valle del Cauca",310,millones,,270.0,,6.0,
1731,Casa en Arriendo o Venta Alejandria Medellin ,casa,False,"Poblado, Medellín, Medellín, Antioquia",3800,millones,900.0,900.0,7.0,8.0,10.0
1732,Se vende casa ciudadela comfandi ubicada zona comercial(M.R),casa,False,"Ciudadela Comfandi, Cali, Cali, Valle del Cauca",330,millones,78.0,180.0,4.0,5.0,1.0
1733,Casa en Venta en Guarne,casa,False,"Centro, Guarne, Guarne, Antioquia",240,millones,120.0,60.0,2.0,1.0,
1734,Casa en venta Castellana Medellin Laureles,casa,False,"Castellana, Medellín, Medellín, Antioquia",585,millones,110.0,110.0,4.0,3.0,
